Alaska,American,Delta,Frontier,Hawaiian,JetBlue,Southwest,Spirit,United,Virgin
0.95241123,0.82237034,0.78507498,0.55697151,,0.524443,0.69495123,0.50222249,0.43610378,0.6555555
0.95241123,0.5156399,0.78507498,0.53396013,,0.3842944,0.96781343,0.50222249,0.43610378,0.6555555
0.95241123,0.70792758,0.78507498,0.94906853,,0.40262006,0.4780566,0.00005604,0.43610378,0.6555555
0.95241123,0.99114255,0.78507498,0.55697151,,0.40262006,0.00720492,0.38206796,0.43610378,0.6555555
0.95241123,0.89204961,0.78507498,0.92174241,,0.40262006,0.82286354,0.99902101,0.43610378,0.6555555
0.95241123,0.9400634,0.99594237,0.92174241,,0.84073138,0.88381356,0.5579065,0.43610378,0.6555555
0.95241123,0.94531145,0.78507498,0.92174241,,0.40262006,0.4721663,0.76248825,0.43610378,0.6555555
0.95241123,0.33060279,0.78507498,0.92174241,,0.40262006,0.99126523,0.57154561,0.43610378,0.6555555
0.95241123,0.66681172,0.78507498,0.92174241,,0.40262006,0.89735913,0.48292914,0.43610378,0.6555555
0.66778413,0.38787818,0.60946168,0.92174241,,0.40262006,0.37223746,0.41264542,0.43610378,0.6555555
0.95241123,0.41726282,0.78507498,0.92174241,,0.40262006,0.50366993,0.67710737,0.43610378,0.6555555
0.88030799,0.89343896,0.78507498,0.92174241,,0.40262006,0.15787565,0.9919693,0.43610378,0.6555555
0.40262006,0.43034591,0.78507498,0.92174241,,0.40262006,0.4147265,0.96071179,0.43610378,0.00974546
0.40262006,0.66228195,0.78507498,0.92174241,,0.40262006,0.80320699,0.92169046,0.43610378,0.6555555
0.40262006,0.66423623,0.95271218,0.92174241,,0.40262006,0.97156452,0.43368303,0.43610378,0.6555555
0.40262006,0.97475899,0.78507498,0.92174241,,0.40262006,0.99556207,0.36200556,0.43610378,0.6555555
0.40262006,0.75361569,0.78507498,0.92174241,,0.40262006,0.84219746,0.36200556,0.43610378,0.6555555
0.40262006,0.89739965,0.78507498,0.92174241,,0.40262006,0.65845573,0.89489438,0.43610378,0.6555555
0.40262006,0.9803871,0.78507498,0.92174241,,0.40262006,0.90435339,,0.43610378,0.6555555
0.40262006,0.91671132,0.78507498,0.92174241,,0.40262006,0.99827772,,0.47636762,0.6555555
0.40262006,0.98346886,0.78507498,0.92174241,,0.40262006,0.20190344,,0.43610378,0.6555555
0.40262006,0.89621324,0.8387031,0.92174241,,0.40262006,0.71875007,,0.43610378,0.6555555
0.40262006,0.98389041,0.85201333,0.92174241,,0.40262006,0.99461319,,0.43610378,0.6555555
0.40262006,0.02704304,0.50315996,0.92174241,,0.40262006,0.99337475,,0.43610378,0.6555555
0.40262006,0.79289748,0.78507498,0.92174241,,0.40262006,0.68754568,,0.40236754,0.6555555
0.40262006,0.71262349,0.78507498,0.92174241,,0.53264848,0.00035262,,0.43610378,0.6555555
0.40262006,0.21813465,0.78507498,0.92174241,,0.40262006,0.00035262,,0.43610378,0.6555555
0.98422084,0.97221525,0.78507498,0.92174241,,0.40262006,0.74036567,,0.43610378,0.6555555
0.40262006,0.47460437,0.78507498,0.92174241,,0.40262006,1,,0.20235662,0.72115339
0.5367511,0.36463796,0.78507498,0.14730332,,0.40262006,0.99505381,,0.82134989,0.83103776
0.47680915,0.82353013,0.78507498,0.92174241,,0.40262006,0.85245409,,0.96221406,0.6555555
0.82885158,0.99854756,0.78507498,0.92174241,,0.40262006,0.8654088,,0.95877296,0.6555555
0.15098582,0.99236532,0.78507498,0.92174241,,0.40262006,0.00938754,,0.98990011,0.6555555
0.89475886,0.95806923,0.78507498,0.80882448,,0.40262006,0.72444528,,0.88821436,0.6555555
0.32796357,0.68328289,0.9990014,0.53396013,,0.40262006,0.00938754,,0.29500259,0.79666024
0.70432729,0.88029113,0.78507498,0.53396013,,0.40262006,0.96780159,,0.72245659,0.79666024
0.70432729,0.77318787,0.78507498,0.92174241,,0.47549465,0.37051456,,0.86841538,0.98629561
0.51946765,0.17397549,0.78507498,0.92174241,,0.40262006,0.98694419,,0.99550189,0.35158943
0.8326631,0.98673915,0.88197529,0.92174241,,0.40262006,0.96620196,,0.92013186,0.79458702
0.47311097,0.79857954,0.78507498,0.92174241,,0.40262006,0.98777317,,0.54978449,0.95076162
0.76083813,0.9566566,0.55697151,0.92174241,,0.81273038,0.72151722,,0.93500065,0.69724226
0.69840414,0.99415031,0.78507498,0.92174241,,0.40262006,0.80096236,,0.78431809,0.93529479
0.49959,0.42610516,0.78507498,0.92174241,,0.40262006,0.99425326,,0.73682477,0.88884428
0.98925849,0.75631103,0.00156446,0.92174241,,0.40262006,0.19395397,,0.73682477,0.9435796
0.72954987,0.9768679,0.78507498,0.92174241,,0.40262006,0.59544709,,0.71328656,0.58577586
0.45272167,0.95292392,0.78507498,0.92174241,,0.40262006,0.00035262,,0.90973307,0.88884428
0.52000931,0.49786751,0.78507498,0.92174241,,0.92124252,0.78587369,,0.74254337,0.96724322
0.99081686,0.98947353,0.78507498,0.92174241,,0.92294285,0.85980966,,0.83553851,0.88884428
0.98868179,0.96973086,0.78507498,0.92174241,,0.40262006,0.98956356,,0.73682477,0.88884428
0.80230922,0.99869682,0.61542636,0.92174241,,0.40262006,0.26156698,,0.54574918,0.88884428
0.97063052,0.88447323,0.78507498,0.92174241,,0.40262006,0.98818535,,0.99958901,0.88884428
0.72453311,0.75314934,0.67869478,0.92174241,,0.40262006,0.93605255,,0.54574918,0.88884428
0.44175315,0.61077475,0.88197529,0.92174241,,0.40262006,0.93417782,,0.54574918,0.88884428
0.8196902,0.93999575,0.90730213,0.92174241,,0.40262006,0.00165315,,0.95877296,0.88884428
0.98773373,0.57693652,0.95860306,0.92174241,,0.40262006,0.93914638,,0.4159528,0.88884428
0.92052488,0.43263707,0.88197529,0.92174241,,0.40262006,0.83650362,,0.53635821,0.88884428
0.6761731,0.43263707,0.44455397,0.92174241,,0.57660453,0.93914638,,0.49245307,0.89655875
0.95648211,0.87235127,0.90707648,0.92174241,,0.98825786,0.97099012,,0.89311864,0.88884428
0.97755266,0.93210987,0.78507498,0.92174241,,0.40262006,0.96373663,,0.86073283,0.88884428
0.95589353,0.96159848,0.78507498,0.92174241,,0.40262006,0.44845873,,0.57783204,0.88884428
0.8429522,0.84376332,0.78507498,0.92174241,,0.40262006,0.48086435,,0.89311864,0.88884428
0.44845873,0.82353013,0.9958096,0.92174241,,0.40262006,0.53997699,,0.50251748,0.88884428
0.84248033,0.7786799,0.78507498,0.92174241,,0.40262006,0.18928849,,0.9539393,0.88884428
0.40568078,0.66746681,0.78507498,0.92174241,,0.40262006,0.66510547,,0.73682477,0.88884428
0.98504807,0.82353013,0.78507498,0.92174241,,0.40262006,0.95383594,,0.9720288,0.88884428
0.90803376,0.87225882,0.78507498,0.92174241,,0.40262006,0.61852682,,0.95370277,0.88884428
0.99606852,0.44845873,0.78507498,0.92174241,,0.40262006,0.95703195,,0.91920173,0.88884428
0.92540445,0.02926191,0.88197529,0.92174241,,0.40262006,0.96473015,,0.97754871,0.88884428
0.99638258,0.73257567,0.78507498,0.92174241,,0.40262006,0.95703195,,0.88879487,0.88884428
0.51444348,0.98400067,0.61542636,0.92174241,,0.7013888,0.97650495,,0.70471865,0.88884428
0.85997231,0.50234498,0.78507498,0.76960993,,0.93216048,0.95703195,,0.86736858,0.88884428
0.54949488,0.71504211,0.66423623,0.92174241,,0.97009099,0.96914185,,0.70434811,0.88884428
0.91992069,0.87556109,0.73429028,0.92174241,,0.87677193,0.89855216,,0.84536618,0.44569505
0.98835586,0.94696952,0.17526543,0.92174241,,0.85957807,0.99551901,,0.54574918,0.88884428
0.88892034,0.55179354,0.61542636,0.92174241,,0.99956875,0.5000825,,0.86485224,0.88884428
0.84248033,0.73257567,0.78507498,0.78895035,,0.58794099,0.5836949,,0.71574048,0.88884428
0.90803376,0.73257567,0.78507498,0.53396013,,0.57660453,0.95240805,,0.39729471,0.88884428
0.90803376,0.8256304,0.78507498,0.53396013,,0.90803376,0.89286637,,0.95877296,0.88884428
0.18067367,0.51049346,0.78507498,0.71095361,,0.11342539,0.91600465,,0.89311864,0.88884428
0.2918657,0.81292968,0.78507498,0.50959882,,0.58578071,0.69640779,,0.50251748,0.88884428
0.98692523,0.99591077,0.78507498,0.76960993,,0.89037722,0.78506148,,0.9539393,0.88884428
0.91728066,0.98772622,0.94098025,0.76960993,,0.99877429,0.97764726,,0.76789087,0.88884428
0.63052972,0.98350394,0.22305694,0.76960993,,0.45995098,0.9386392,,0.62165528,0.88884428
0.2918657,0.26050027,0.78507498,0.47605583,,0.27060603,0.89689584,,0.54561779,0.88884428
0.6517499,0.15312351,0.78507498,0.99282435,,0.91752768,0.88927728,,0.50251748,0.88884428
0.92929435,0.97169243,0.78507498,0.55697151,,0.27060603,0.96373663,,0.54574918,0.88884428
0.78921332,0.499,0.78507498,0.93116986,,0.27060603,0.89286637,,0.36577393,0.88884428
0.90709081,0.72723916,0.78507498,0.92881649,,0.27060603,0.6046504,,0.94568351,0.88884428
0.2918657,0.68286291,0.78507498,0.98789287,,0.84552951,0.76016239,,0.85161193,0.88884428
0.33718146,0.99066735,0.78507498,0.99220456,,0.27060603,0.85484649,,0.95877296,0.88884428
0.67459677,0.79563452,0.84386085,0.72202528,,0.27060603,0.98958079,,0.50251748,0.6555555
0.5601424,0.90212306,0.85923613,0.77133593,,0.27060603,0.10587088,,0.96653702,0.99775896
0.76770011,0.98164504,0.78507498,0.47680915,,0.84967956,0.66423623,,0.40193718,0.55168472
0.33718146,0.89914677,0.27140616,0.51340179,,0.40262006,0.54134786,,0.9656898,0.53848622
0.33718146,0.6579788,0.78507498,0.48610858,,0.57097739,0.54134786,,0.71956401,0.41342607
0.33718146,0.77326502,0.88197529,0.53260367,,0.53310151,0.97520728,,0.98340452,0.92596099
0.33718146,0.22613417,0.88197529,0.97092442,,0.27060603,0.6522967,,0.55819753,0.69724226
0.33718146,0.38702853,0.78507498,0.41079739,,0.89978879,0.44845873,,0.00161095,0.58577586
0.33718146,0.28529421,0.77598671,0.48610858,,0.37882464,0.54134786,,0.92766818,0.58577586
0.67459677,0.8256304,0.95183871,0.78327592,,0.98134152,0.99030238,,0.80082522,0.84492382
0.33718146,0.75056165,0.61542636,0.97092442,,0.47680915,0.97031388,,0.42022739,0.88405056
0.33718146,0.21779204,0.78507498,0.95298041,,0.94710544,0.99903527,,0.98029073,0.2927987
0.33718146,0.37569533,0.99158075,0.95298041,,0.75515358,0.97524763,,0.00085313,0.35861052
0.33718146,0.88955169,0.78507498,0.95298041,,0.46523369,0.99840418,,0.71236539,0.89460999
0.39711753,0.8256304,0.78507498,0.97092442,,0.75903935,0.97269896,,0.85646813,0.89460999
0.33718146,0.82353013,0.78507498,0.78327592,,0.44658708,0.88481815,,0.51342677,0.99089044
0.95693398,0.91279821,0.78507498,0.53260367,,0.27060603,0.86785215,,0.00911416,0.17320656
0.33718146,0.89018088,0.78507498,0.48610858,,0.8852323,0.97669713,,0.78981157,0.68781845
0.33718146,0.32483714,0.78507498,0.78327592,,0.27060603,0.97556523,,0.82872388,0.67058674
0.88892034,0.91010601,0.78507498,0.53260367,,0.88840981,0.97556523,,0.89311864,0.74445807
0.33718146,0.93604597,0.78507498,0.76960993,,0.81984091,0.00720492,,0.76539701,0.69724226
0.33718146,0.94196435,0.98267248,0.70781177,,0.45765666,0.80619295,,0.99456632,0.78986469
0.96206873,0.37569533,0.78507498,0.88534198,,0.99452651,0.99507341,,0.88360289,0.95546659
0.96206873,0.47827868,0.78507498,0.88534198,,0.90546513,0.81216811,,0.89676353,0.99885855
0.33718146,0.37569533,0.5831043,0.76960993,,0.95130878,0.86960038,,0.80084436,0.40262006
0.96206873,0.87793726,0.78507498,0.47680915,,0.6664228,0.86384507,,0.8121437,0.99885855
0.33718146,0.76838956,0.78507498,0.87258827,,0.9880055,0.87988377,,0.89311864,0.69724226
0.33718146,0.95751417,0.78507498,0.85199316,,0.58266423,0.9037575,,0.76696455,0.40262006
0.33718146,0.40048853,0.78507498,0.88858417,,0.86720283,0.57097739,,0.46659733,0.40262006
0.33718146,0.8500789,0.78507498,0.99136441,,0.82831612,0.4265405,,0.88360289,0.40262006
0.33718146,0.4721663,0.78507498,0.55697151,,0.96130681,0.85829373,,0.74554851,0.84300514
0.33718146,0.98178506,0.78507498,0.78349991,,0.94290882,0.00753076,,0.53594538,0.84300514
0.96206873,0.89993477,0.78507498,0.78349991,,0.67636795,0.89206983,,0.93533472,0.40262006
0.68190711,0.81915307,0.78507498,0.78349991,,0.99761281,0.99972382,,0.76696455,0.12111538
0.76770011,0.2624971,0.78507498,0.78349991,,0.72530084,0.38814413,,0.76696455,0.84300514
0.33718146,0.88697823,0.78507498,0.73046637,,0.84480717,0.83383579,,0.89311864,0.96640287
0.33718146,0.69229273,0.78507498,0.78349991,,0.89531783,0.44658708,,0.87833428,0.98936771
0.96206873,0.83918547,0.78507498,0.78349991,,0.27060603,0.40262006,,0.44849336,0.84300514
0.33718146,0.95311599,0.78507498,0.47680915,,0.92609388,0.40262006,,0.75181951,0.99190644
0.33718146,0.98755988,0.78507498,0.33185879,,0.90533494,0.40262006,,0.99634275,0.99426217
0.33718146,0.80048526,0.78507498,0.37973339,,0.99239134,0.40262006,,0.93930107,0.93712394
0.33718146,0.74537964,0.78507498,0.72202528,,0.56025327,0.40262006,,0.66494285,0.9944231
0.96206873,0.99925524,0.78507498,0.76960993,,0.67803368,0.40262006,,0.54574918,0.52270687
0.33718146,0.8256304,0.78507498,0.85998796,,0.27617798,0.40262006,,0.99912558,0.40262006
0.33718146,0.73881141,0.78507498,0.66007086,,0.97638051,0.40262006,,0.54574918,0.40262006
0.33718146,0.82378722,0.78507498,0.72806752,,0.21515796,0.40262006,,0.89574538,0.40262006
0.33718146,0.8782616,0.78507498,0.9696256,,0.66408232,0.40262006,,0.99229729,0.40262006
0.33718146,0.56021631,0.78507498,0.98496774,,0.91874155,0.40262006,,0.45341798,0.97528911
0.33718146,0.87965742,0.78507498,0.87939888,,0.27060603,0.40262006,,0.11946881,0.40262006
0.33718146,0.41141474,0.71128641,0.98842094,,0.27060603,0.40262006,,0.99376666,0.40262006
0.33718146,0.52391923,0.78507498,0.950719,,0.27617798,0.40262006,,0.77562319,0.40262006
0.33718146,0.47680915,0.93432954,0.83418327,,0.57991878,0.40262006,,0.81267406,0.40262006
0.33718146,0.82353013,0.78507498,0.8139843,,0.33718146,0.40262006,,0.88542215,0.40262006
0.7894777,0.57043104,0.78507498,0.42700286,,0.33718146,0.40262006,,0.88542215,0.40262006
0.99673928,0.84274292,0.78507498,0.78895035,,0.33718146,0.40262006,,0.72216977,0.40262006
0.95454014,0.94148581,0.78507498,0.94428718,,0.33718146,0.40262006,,0.70867551,0.40262006
0.98485091,0.17397549,0.78507498,0.97523821,,0.86110761,0.40262006,,0.92692322,0.40262006
0.4171923,0.41331695,0.78507498,0.00068765,,0.27060603,0.40262006,,0.99664432,0.94350449
0.99932198,0.92510915,0.78507498,0.85651729,,0.94127004,0.40262006,,0.88360289,0.54676789
0.59520136,0.99515552,0.78507498,0.00068765,,0.61564171,0.40262006,,0.61589014,0.95241123
0.99503967,0.40009003,0.91262453,0.85589802,,0.25334709,0.40262006,,0.54574918,0.95241123
0.68539555,0.33611624,0.78507498,0.8237001,,0.99672328,0.40262006,,0.73682477,0.95241123
0.99648176,0.94941832,0.78507498,0.59705039,,0.89301073,0.40262006,,0.46659733,0.6142494
0.38005848,0.87818887,0.78507498,0.78695539,,0.53649996,0.40262006,,0.99643034,0.6142494
0.96996801,0.00114514,0.78507498,0.47680915,,0.47379653,0.40262006,,0.92086222,0.96142344
0.92178352,0.9751487,0.78507498,0.47680915,,0.40854585,0.40262006,,0.70462084,0.39395442
0.97758577,0.7042044,0.78507498,0.76190643,,0.77506405,0.40262006,,0.50251748,0.71930161
0.94694993,0.97087922,0.78507498,0.76243935,,0.22164599,0.40262006,,0.81335967,0.00679622
0.99503967,0.82353013,0.78507498,0.76960993,,0.77506405,0.0488313,,0.92757687,0.00679622
0.99503967,0.15312351,0.78507498,0.62203153,,0.68957433,0.99278642,,0.75049612,0.23427454
0.6351396,0.35681155,0.78507498,0.39080731,,0.81273038,0.99585934,,0.42768808,0.23427454
0.75875209,0.37569533,0.78507498,0.09848877,,0.94972001,0.81868002,,0.78877547,0.23427454
0.99503967,0.82353013,0.78507498,0.44742259,,0.98356661,0.99719927,,0.9527932,0.9981724
0.99503967,0.1368043,0.78507498,0.55697151,,0.57952164,0.40262006,,0.76696455,0.99199737
0.99503967,0.87180017,0.78507498,0.39080731,,0.77506405,0.40262006,,0.73682477,0.44240923
0.99503967,0.95489034,0.78507498,0.47680915,,0.85486013,0.40262006,,0.76696455,0.44240923
0.99503967,0.99037862,0.78507498,0.99176979,,0.86800575,0.40262006,,0.492808,0.54327644
0.99503967,0.82353013,0.78507498,0.72202528,,0.72947291,0.40262006,,0.98952393,0.97365889
0.99503967,0.70614829,0.78507498,0.3781989,,0.30458047,0.40262006,,0.78536843,0.7410494
0.96206873,0.87431918,0.78507498,0.47680915,,0.77506405,0.40262006,,0.22481393,0.54327644
0.88372317,0.75044181,0.78507498,0.39080731,,0.00099186,0.40262006,,0.2927987,0.96668677
0.99503967,0.37578446,0.78507498,0.60778952,,0.57836618,0.40262006,,0.93630051,0.74074609
0.99503967,0.80535253,0.78507498,0.99174437,,0.64523065,0.40262006,,0.92272352,0.22428633
0.99503967,0.82353013,0.78507498,0.47680915,,0.27060603,0.40262006,,0.77633071,0.9947551
0.99503967,0.98141462,0.78507498,0.51340179,,0.80438821,0.40262006,,0.99583249,0.22428633
0.99503967,0.82864721,0.78507498,0.41083854,,0.61335099,0.40262006,,0.62305136,4.8979e-5
0.99503967,1,0.78507498,0.61427784,,0.43343745,0.40262006,,0.76696455,4.8979e-5
0.96501081,0.17397549,0.91347954,0.51340179,,0.92509529,0.40262006,,0.65341175,0.99442754
0.99503967,0.81571477,0.78507498,0.47680915,,0.25454635,0.40262006,,0.76696455,0.94319936
0.99503967,0.36892997,0.78507498,0.78145746,,0.48390806,0.40262006,,0.76696455,0.59938182
0.99503967,0.36727849,0.78507498,0.83267982,,0.67367412,0.40262006,,0.71574048,0.99012163
0.99503967,0.92599526,0.78507498,0.41100556,,0.27060603,0.40262006,,0.50251748,0.37772164
0.99503967,0.03407606,0.78507498,0.58551864,,0.64523065,0.90364088,,0.95877296,0.37772164
0.99503967,0.91757836,0.78507498,0.72202528,,0.53649996,0.95778833,,0.53635821,0.37772164
0.99503967,0.88992645,0.78507498,0.62836756,,0.98598164,0.95778833,,0.19462239,0.56842057
0.99503967,0.52549537,0.84607076,0.83056826,,0.901521,0.95778833,,0.59634769,0.37772164
0.99503967,0.53155301,0.78507498,0.72202528,,0.88241905,0.95778833,,0.54574918,0.37772164
0.56781453,0.41797543,0.78507498,0.73035413,,0.78421489,0.95778833,,0.43928361,0.37772164
0.99503967,0.82600439,0.75075069,0.76960993,,0.27060603,0.95778833,,0.9371634,0.37772164
0.99503967,0.23679353,0.78507498,0.66102605,,0.40930964,0.95778833,,0.47628531,0.33842967
0.99503967,0.99589011,0.78507498,0.76960993,,0.28521877,0.95778833,,0.40787428,0.50321996
0.99503967,0.3161158,0.78507498,0.60946168,,0.40854585,0.95778833,,0.85867642,0.98360455
0.99503967,0.44797893,0.78507498,0.85627256,,0.67459677,0.95778833,,0.76696455,0.37772164
0.8952719,0.75164407,0.78507498,0.8985394,,0.96103698,0.95778833,,0.87228222,0.00131478
0.71275045,0.76005663,0.78507498,0.45880857,,0.74023878,0.95778833,,0.97150894,0.94734888
0.99503967,0.72590413,0.78507498,0.8985394,,0.10500971,0.95778833,,0.94646458,1
0.78495853,0.74765794,0.78507498,0.30458047,,0.8339563,0.95778833,,0.97863762,0.74740315
0.71310451,0.96541373,0.78507498,0.92010687,,0.31252307,0.97878638,,0.40787428,0.73616881
0.99503967,0.44054019,0.78507498,0.02853289,,0.80223149,0.95778833,,0.88183885,0.74740315
0.99503967,0.92044437,0.78507498,0.95551507,,0.80223149,0.95778833,,0.64024093,0.98949049
0.99503967,0.04439321,0.78507498,0.8985394,,0.40854585,0.95778833,,0.40787428,0.89296868
0.99503967,0.90268759,0.78507498,0.98953543,,0.91757912,0.95778833,,0.47452209,0.78898865
0.99503967,0.9873584,0.78507498,0.8985394,,0.8418982,0.95778833,,0.99038662,0.74740315
0.99503967,0.82353013,0.78507498,0.92394951,,0.89537031,0.95778833,,0.7068388,0.56393803
0.99503967,0.99868085,0.78507498,0.99966904,,0.78421489,0.95778833,,0.46659733,0.23555062
0.66778413,0.34934945,0.78507498,0.88150188,,0.91013464,0.95778833,,0.71954989,0.56601731
0.99503967,0.51800971,0.78507498,0.8985394,,0.98985171,0.95778833,,0.40787428,0.48671813
0.33410204,0.86820841,0.78507498,0.77307912,,0.03969064,0.95778833,,0.97415366,0.88185761
0.75924231,0.98365656,0.78507498,0.77307912,,0.41303327,0.95778833,,0.75181951,0.414394
0.96206873,0.68948227,0.78507498,0.78349991,,0.99494973,0.95778833,,0.85626025,0.02498712
0.99503967,0.69539835,0.78507498,0.78349991,,0.53371626,0.95778833,,0.60889505,0.1317607
0.98058931,0.89818238,0.78507498,0.47680915,,0.74862456,0.95778833,,0.96655125,0.41931403
0.99530672,0.42555748,0.99774588,0.47680915,,0.71198617,0.95778833,,0.65622357,0.99752185
0.30758798,0.52699373,0.78507498,0.78895035,,0.90993405,0.95778833,,0.85653327,0.22428633
0.92178352,0.00300916,0.78507498,0.6294388,,0.40930964,0.95778833,,0.50841171,0.87985735
0.8632925,0.53948263,0.78507498,0.8985394,,0.76838956,0.95778833,,0.40787428,0.87985735
0.87593215,0.9670615,0.78507498,0.78895035,,0.98492058,0.95778833,,0.97572231,0.68526401
0.87593215,0.47511807,0.78507498,0.78895035,,0.43343745,0.95778833,,0.72065038,0.77677145
0.78156844,0.83003284,0.78507498,0.78895035,,0.53649996,0.95778833,,0.32169132,0.7341205
0.83002719,0.40960948,0.78507498,0.78895035,,0.28521877,0.95778833,,0.62936415,0.70121075
0.51277722,0.37473183,0.78507498,0.78895035,,0.34239487,0.95778833,,0.4881847,0.99985353
0.83002719,0.55541393,0.78507498,0.78895035,,0.27060603,0.95778833,,0.53365653,0.66125233
0.88955169,0.90803376,0.78507498,0.78895035,,0.28521877,0.95778833,,0.81323971,0.69724226
0.93636966,0.10484817,0.78507498,0.78895035,,0.88840783,0.95778833,,0.82171497,0.97665293
0.05805314,0.95937623,0.78507498,0.78895035,,0.67107696,0.39622964,,0.47722826,0.94377785
0.96030669,0.74091122,0.66423623,0.78895035,,0.94661386,0.95778833,,0.40787428,0.94377785
0.96516882,0.94706836,0.78507498,0.78895035,,0.70990856,0.95778833,,0.93046796,0.00034617
0.74996394,0.87294361,0.78507498,0.78895035,,0.95051997,0.95778833,,0.99965422,0.79008867
0.68173356,0.82973778,0.78507498,0.78895035,,0.96389044,0.95778833,,0.89311864,0.89259632
0.78187899,0.97213518,0.78507498,0.78895035,,0.65537032,0.95778833,,0.93388021,0.99557931
0.78187899,0.82353013,0.78507498,0.78895035,,0.86977717,0.95778833,,0.55697151,0.89259632
0.78187899,0.76512936,0.78507498,0.78895035,,0.86977717,0.95778833,,0.55697151,0.38663479
0.78187899,0.40866426,0.78507498,0.78895035,,0.90761033,0.95778833,,0.55697151,0.97365889
0.98681015,0.28010517,0.78507498,0.78895035,,0.94514733,0.95778833,,0.55697151,0.85935825
0.98681015,0.94191185,0.78507498,0.78895035,,0.98747828,0.95778833,,0.82171497,0.61931694
0.48164825,0.93111408,0.78507498,0.78895035,,0.40930964,0.95778833,,0.89142983,0.68085417
0.23687125,0.92226306,0.78507498,0.78895035,,0.68096715,0.93937913,,0.76369948,0.99913632
0.48086435,0.3087606,0.78507498,0.78895035,,0.68096715,0.65478059,,0.47234575,0.76912907
0.83603672,0.29052204,0.78507498,0.78895035,,0.82277461,0.46332598,,0.55697151,0.90704445
0.88530746,0.97580508,0.41974263,0.78895035,,0.82158748,0.4817556,,0.94579948,0.87184598
0.5596274,0.80116634,0.78507498,0.78895035,,0.9562823,0.41042469,,0.21470406,0.45558488
0.94141801,0.99868085,0.78507498,0.78895035,,0.87669952,0.96349859,,0.73682477,0.45558488
0.79844922,0.92409133,0.78507498,0.78895035,,0.72165584,0.91815432,,0.45592718,0.87184598
0.8952719,0.91122138,0.78507498,0.78895035,,0.58438727,0.50294497,,0.73142216,0.0632252
0.96981382,0.15723853,0.78507498,0.78895035,,0.97140468,0.99644139,,0.60067538,0.89259632
0.51196022,0.88457844,0.78507498,0.78895035,,0.1251587,0.93866627,,0.82171497,0.38702853
0.48068212,0.37550771,0.90489437,0.87661518,,0.9912173,0.97856538,,0.82253535,0.89259632
0.70845249,0.00021848,0.90489437,0.78895035,,0.58438727,0.40262006,,0.48926665,0.9690271
0.91876842,0.96610484,0.78507498,0.78895035,,0.00096755,0.46502223,,0.57940224,0.0632252
0.74637664,0.99320169,0.78507498,0.78895035,,0.99915983,0.40262006,,0.86954026,0.49709503
0.33718146,0.92798426,0.78507498,0.78895035,,0.46820048,0.40262006,,0.8301922,0.69845047
0.92540445,0.64298647,0.78507498,0.6294388,,0.59229719,0.40262006,,0.26052917,0.0632252
0.78109176,0.37332236,0.78507498,0.78895035,,0.99885234,0.40262006,,0.9470167,0.89259632
0.92540445,0.98878384,0.78507498,0.78895035,,0.85012732,0.40262006,,0.48969396,0.55697151
0.35519981,0.06673809,0.78507498,0.45880857,,0.56618925,0.40262006,,0.53646514,0.55697151
0.93586554,0.89192918,0.78507498,0.78895035,,0.89276206,0.40262006,,0.55697151,0.74125084
0.76203158,0.83900455,0.78507498,0.6083043,,0.99958541,0.40262006,,0.93014313,0.74125084
0.41314722,0.86781201,0.78507498,0.78895035,,0.97118637,0.40262006,,0.46659733,0.50263748
0.78109176,0.37583606,0.78507498,0.36461479,,0.94661386,0.75044368,,0.91973929,0.93660045
0.47413561,0.44864919,0.78507498,0.78895035,,0.63407295,0.71524378,,0.76696455,0.99907455
0.8952719,0.99713375,0.78507498,0.9812663,,0.70982,0.8302669,,0.19144781,0.84423863
0.84226257,0.93214403,0.78507498,0.78895035,,0.96524136,0.30947177,,0.95877296,0.9145937
0.84226257,0.99602806,0.78507498,0.78895035,,0.80907177,0.97437905,,0.76696455,0.50263748
0.55383303,0.82353013,0.78507498,0.78895035,,0.99028922,0.51152796,,0.92716737,0.35156663
0.91810321,0.909437,0.78507498,0.61427784,,0.95218637,0.43081666,,0.92716737,0.50263748
0.9894829,0.67724946,0.78507498,0.15993121,,0.50251748,0.96845662,,0.76696455,0.74893306
0.63505617,0.89005666,0.78507498,0.78895035,,0.64473835,0.99466411,,0.5638495,0.50263748
0.86686851,0.45839641,0.78507498,0.76190643,,0.80099584,0.74814061,,0.85873102,0.50263748
0.83300837,0.96263141,0.78507498,0.78895035,,0.93686181,0.82774797,,0.93737683,0.50263748
0.54358162,0.86500762,0.78507498,0.78895035,,0.54284467,0.61815395,,0.54225894,0.50263748
0.45651514,0.46519637,0.0421087,0.78895035,,0.82504801,0.92225948,,0.71994322,0.50263748
0.59874532,0.68254448,0.78507498,0.78895035,,0.92294285,0.9080371,,0.94463756,0.50263748
0.45651514,0.7742803,0.78507498,0.78895035,,0.87892826,0.96287203,,0.45839641,0.07115641
0.6951653,0.25715278,0.78507498,0.69126715,,0.74338935,0.97776409,,0.76696455,0.51331935
0.6444474,0.97774865,0.78507498,0.78895035,,0.40930964,0.60810652,,0.41896831,0.57225807
0.45651514,0.91238501,0.78507498,0.99904469,,0.90803376,0.82972083,,0.95877296,0.50263748
0.45651514,0.98928651,0.78507498,0.78895035,,0.37579384,0.930043,,0.30437928,0.50263748
