alaskaair,AmericanAir,delta,flyfrontier,hawaiianair,jetblue,southwest,spiritairlines,united,virginamerica
0.970163438,0.778898695,0.986553384,,,0.981950094,0.996978693,,0.877510112,0.999904592
0.996674486,0.99602493,0.986553384,,,0.981950094,0.64338809,,0.998420175,0.884636621
0.997583848,0.990446611,0.986553384,,,0.981950094,0.920496342,,0.942628252,0.96834309
0.997583848,0.999904744,0.986553384,,,0.981950094,0.999722508,,0.992120343,0.989254558
0.983206875,0.990446611,0.986553384,,,0.981950094,0.979800082,,0.894769221,0.690145583
0.712420708,0.999514619,0.986553384,,,0.981950094,0.913204891,,0.996530399,0.997219111
0.955293939,0.96677297,0.986553384,,,0.981950094,0.944943229,,0.999967911,0.991940967
0.998018149,0.958849577,0.986553384,,,0.981950094,0.995278331,,0.871665991,0.912181756
0.967780081,0.980271398,0.986553384,,,0.981950094,0.944943229,,0.859072773,0.958070431
0.955293939,0.987340412,0.986553384,,,0.981950094,0.944943229,,0.993608473,0.793506042
0.95027861,0.980271398,0.986553384,,,0.793533896,0.964609161,,0.999010638,0.859314733
0.999995062,0.982872769,0.986553384,,,0.999946693,0.82751258,,0.729318957,0.974248662
0.954687451,0.980748178,0.986553384,,,0.852730586,0.971759741,,0.986051409,0.996178373
0.746230849,0.987144821,0.986553384,,,0.991691475,0.98726947,,0.860779576,0.994942688
0.992279227,0.973663245,0.928609931,,,0.98358454,0.52950817,,0.998880586,0.999979837
0.997516996,0.51734304,0.986553384,,,0.999985167,0.52950817,,0.775064054,0.999990809
0.950636947,0.849290865,0.986553384,,,0.783559277,0.995280022,,0.996602391,0.980398634
0.992773301,0.920461208,0.986553384,,,0.999198401,0.978452238,,0.773622488,0.974423698
0.978553206,0.96344016,0.986553384,,,0.885285118,0.964609161,,0.998803396,0.974423698
0.972278931,0.998808595,0.986553384,,,0.825486384,0.989630984,,0.775064054,0.974423698
0.994817285,0.997729495,0.986553384,,,0.997116435,0.962940254,,0.680062709,0.950879459
0.997922624,0.904038944,0.968433091,,,0.745787467,0.946099603,,0.996392549,0.948064994
0.849290865,0.712420708,0.986553384,,,0.777657982,0.890213133,,0.8314726,0.838017408
0.998428638,0.996242886,0.986553384,,,0.597403994,0.717774691,,0.99584732,0.974423698
0.994661246,0.965920319,0.986553384,,,0.968739184,0.999936706,,0.991939048,0.991273793
0.993340704,0.941379396,0.986553384,,,0.999984322,0.995237127,,0.780751307,0.961949949
0.999645678,0.280105168,0.986553384,,,0.841858268,0.780542397,,0.979674617,0.996127211
0.997946635,0.99587781,0.986553384,,,0.597403994,0.933400046,,0.96306531,0.953954239
0.921823163,0.992081001,0.986553384,,,0.988697115,0.780542397,,0.991273361,0.974423698
0.99282862,0.859885585,0.986553384,,,0.994229102,0.876078782,,0.910935397,0.998713034
0.685878361,0.961831914,0.999888171,,,0.970186876,0.994625924,,0.999664375,0.741028295
0.875387748,0.991434497,0.986553384,,,0.825218272,0.856862285,,0.999917672,0.993043238
0.999667348,0.608804556,0.986553384,,,0.597403994,0.952543849,,0.940248505,0.99999583
0.996795501,0.987144821,0.986553384,,,0.996943062,0.986331519,,0.740465615,0.711729777
0.896977189,0.736219308,0.986553384,,,0.819086399,0.862877731,,0.969450171,0.810192273
0.989234768,0.999942088,0.986553384,,,0.815368769,0.999826632,,0.969450171,0.99168686
0.922502185,0.999929523,0.986553384,,,0.819086399,0.997204459,,0.947761841,0.987026909
0.987441134,0.986648169,0.986553384,,,0.819086399,0.92304023,,0.969450171,0.974423698
0.690782479,0.862657508,0.999022496,,,0.986026768,0.989877094,,0.750496117,0.994169761
0.928206481,0.998700532,0.986553384,,,0.800122474,0.999965929,,0.940248505,0.872227618
0.941859849,0.974773743,0.986553384,,,0.819086399,0.878680096,,0.969450171,0.974423698
0.995626071,0.993023105,0.986553384,,,0.597403994,0.999384586,,0.999101944,0.999964341
0.939587789,0.999533875,0.986553384,,,0.709121247,0.766994934,,0.775064054,0.879656358
0.746230849,0.946839804,0.973866851,,,0.881277111,0.970456992,,0.750496117,0.809368181
0.999103844,0.995740225,0.986553384,,,0.914951549,0.991911174,,0.979924198,0.968863109
0.991101022,0.999969213,0.986553384,,,0.918787075,0.815249811,,0.998084673,0.974423698
0.9633954,0.995663795,0.986553384,,,0.970186876,0.815249811,,0.492822993,0.908647369
0.832378667,0.99746236,0.986553384,,,0.712420708,0.999995059,,0.832151119,0.987594472
0.997777816,0.595760207,0.997381731,,,0.995854262,0.957524343,,0.968873062,0.720239517
0.811347539,0.761201862,0.986553384,,,0.995449965,0.944738411,,0.999734564,0.998827402
0.972278931,0.992831397,0.986553384,,,0.9961963,0.712420708,,0.991939048,0.411397786
0.972278931,0.975996047,0.986553384,,,0.933561492,0.801311263,,0.997990103,0.999979837
0.968312728,0.974773743,0.986553384,,,0.804391362,0.986917358,,0.750496117,0.92957309
0.76788018,0.807815835,0.986553384,,,0.99644511,0.913204891,,0.864633523,0.974423698
0.972278931,0.996121999,0.986553384,,,0.970186876,0.998935856,,0.942628252,0.99980655
0.968312728,0.892558927,0.986553384,,,0.777657982,0.999826055,,0.857445104,0.405680777
0.995419609,0.828601772,0.986553384,,,0.597403994,0.999826055,,0.958158719,0.980579795
0.784348541,0.6163277,0.815231736,,,0.970186876,0.999826055,,0.966202284,0.979078818
0.997767259,0.994799829,0.986553384,,,0.764099877,0.999699535,,0.96173451,1
0.992848955,0.827242642,0.986553384,,,0.597403994,0.921632698,,0.978664572,0.741250843
0.971914926,0.999826262,0.986553384,,,0.97435932,0.999826055,,0.960307451,0.948563954
0.671692505,0.987277512,0.939162949,,,0.597403994,0.78327592,,0.940248505,0.906328683
0.718907722,0.783835587,0.986553384,,,0.597403994,0.999826055,,0.994300948,0.974423698
0.84182365,0.974675937,0.986553384,,,0.597403994,0.826930871,,0.907187683,0.999999656
0.984607307,0.719293532,0.986553384,,,0.653210167,0.78327592,,0.996001741,0.712420708
0.947793023,0.608804556,0.986553384,,,0.835143752,0.78327592,,0.969450171,0.800180041
0.997210028,0.986751449,0.986553384,,,0.981946549,0.968091989,,0.960226182,0.995382207
0.855662288,0.839938425,0.986553384,,,0.990665225,0.999826055,,0.997736891,0.916621947
0.993294173,0.446075543,0.986553384,,,0.827242642,0.999826055,,0.99840394,0.948563954
0.995385378,0.987022683,0.986553384,,,0.968643043,0.960655135,,0.999757074,0.948563954
0.999397428,0.967220716,0.986553384,,,0.998644556,0.999797121,,0.9887229,0.948563954
0.998166274,0.794808905,0.986553384,,,0.943027137,0.680343318,,0.986046182,0.948563954
0.995385378,0.962101558,0.986553384,,,0.892672034,0.999826055,,0.9887229,0.948563954
0.994432355,0.956318653,0.986553384,,,0.970186876,0.950524672,,0.9887229,0.948563954
0.996944342,0.652296702,0.986553384,,,0.980398057,0.938208709,,0.9887229,0.948563954
0.989117961,0.999058204,0.986553384,,,0.980398057,0.798449218,,0.899227449,0.948563954
0.991649597,0.993220504,0.986553384,,,0.877976909,0.997994391,,0.9887229,0.948563954
0.802377413,0.999934841,0.986553384,,,0.835143752,0.899857298,,0.932327863,0.948563954
0.971008429,0.920996931,0.986553384,,,0.675279091,0.989177966,,0.9887229,0.948563954
0.999987843,0.908398041,0.986553384,,,0.910771374,0.827242642,,0.942130319,0.948563954
0.99852647,0.975914383,0.986553384,,,0.607415197,0.994260573,,0.999224161,0.948563954
0.98245387,0.999877148,0.986553384,,,0.992564897,0.910406628,,0.999885008,0.948563954
0.978634484,0.9869842,0.996405431,,,0.997484337,0.960324981,,0.9887229,0.948563954
0.981894534,0.92062651,0.986553384,,,0.830513372,0.999942508,,0.9887229,0.948563954
0.432502067,0.997072603,0.986553384,,,0.984325478,0.961989094,,0.69972948,0.948563954
0.921509826,0.977376439,0.986553384,,,0.997174583,0.998657301,,0.9887229,0.948563954
0.991211031,0.964079306,0.991409323,,,0.99842161,0.999826055,,0.9887229,0.948563954
0.855662288,0.923210546,0.921011482,,,0.991614912,0.966559335,,0.9887229,0.948563954
0.715738441,0.991852474,0.986553384,,,0.945930559,0.998301382,,0.9887229,0.948563954
0.999891338,0.79821255,0.986553384,,,0.783559277,0.750443683,,0.99722775,0.948563954
0.921896637,0.700050847,0.986553384,,,0.843355544,0.996434112,,0.9887229,0.948563954
0.857073112,0.996701193,0.986553384,,,0.945930559,0.944943229,,0.998723352,0.948563954
0.964079306,0.984184922,0.986553384,,,0.835143752,0.944943229,,0.944975476,0.948563954
0.990199276,0.961597005,0.986553384,,,0.999724828,0.986331519,,0.9887229,0.852638889
0.995385378,0.955521868,0.986553384,,,0.962578492,0.970683501,,0.9887229,0.948563954
0.859359457,0.719293532,0.986553384,,,0.999286483,0.998532915,,0.841806339,0.948563954
0.782500839,0.998587499,0.986553384,,,0.983559171,0.999461734,,0.9887229,0.948563954
0.998362769,0.342435396,0.986553384,,,0.996562372,0.978479629,,0.9887229,0.948563954
0.995385378,0.972447157,0.986553384,,,0.986042604,0.975877216,,0.9887229,0.742602629
0.983103369,0.51863137,0.986553384,,,0.943181674,0.882459506,,0.9887229,0.948563954
0.958422518,0.878680096,0.986553384,,,0.941321978,0.982982348,,0.9887229,0.948563954
0.999091884,0.966024516,0.986553384,,,0.961355507,0.987977143,,0.961824204,0.948563954
0.942809692,0.281838553,0.986553384,,,0.960451663,0.939734637,,0.604413717,0.948563954
0.610774748,0.884534527,0.93319274,,,0.933561492,0.921141605,,0.748645259,0.948563954
0.995385378,0.359871941,0.881821139,,,0.983245797,0.870686242,,0.9887229,0.97756297
0.995385378,0.65225134,0.986553384,,,0.615622782,0.750443683,,0.924150933,0.625427491
0.997812181,0.916500349,0.773622488,,,0.933561492,0.999826055,,0.9887229,0.998152182
0.896977189,0.995421706,0.986553384,,,0.901987001,0.831450179,,0.910122371,0.995906528
0.910406628,0.981797033,0.986553384,,,0.901987001,0.913204891,,0.998795578,0.950511032
0.978634484,0.628183064,0.986553384,,,0.999902373,0.750443683,,0.9887229,0.890892487
0.803489776,0.979362055,0.986553384,,,0.901987001,0.935125736,,0.999898575,0.458808569
0.962870245,0.706838799,0.986553384,,,0.745787467,0.998386106,,0.944323466,0.688095374
0.998838,0.886203012,0.986553384,,,0.986917358,0.712420708,,0.9887229,0.985473677
0.978115304,0.862410884,0.986553384,,,0.941321978,0.712420708,,0.857445104,0.980444894
0.998643771,0.706838799,0.986553384,,,0.963254079,0.712420708,,0.9887229,0.872227618
0.995385378,0.706838799,0.986553384,,,0.924059758,0.995431857,,0.997812923,0.98666831
0.916202175,0.934446024,0.986553384,,,0.767136088,0.9454653,,0.995509497,0.999338421
0.986458871,0.703952298,0.986553384,,,0.999589203,0.994905468,,0.966749834,0.705525395
0.991114946,0.934079988,0.986553384,,,0.974748157,0.704431401,,0.930232093,0.742602629
0.861086078,0.863275981,0.921011482,,,0.999047959,0.990121236,,0.750496117,0.878183526
0.888742479,0.998262172,0.986553384,,,0.597403994,0.78327592,,0.922688573,0.967532204
0.999318219,0.955971881,0.986553384,,,0.902640145,0.994048543,,0.9887229,0.998831576
0.3767913,0.871718558,0.986553384,,,0.597403994,0.919066452,,0.998261634,0.999338421
0.986556568,0.837208104,0.986553384,,,0.984065251,0.981950094,,0.999929018,0.944496191
0.62885316,0.960829008,0.986553384,,,0.76898521,0.981950094,,0.9887229,0.599585903
0.62885316,0.999623844,0.986553384,,,0.848311651,0.981950094,,0.9887229,0.532894917
0.995385378,0.98715053,0.986553384,,,0.957907434,0.981950094,,0.9887229,0.944496191
0.978634484,0.999552309,0.986553384,,,0.708208699,0.981950094,,0.766964551,0.998241247
0.928858793,0.841638474,0.953111971,,,0.999976233,0.981950094,,0.22620768,0.76579003
0.919602616,0.979934818,0.986553384,,,0.766341993,0.981950094,,0.997812923,0.999967396
0.997244288,0.940744891,0.986553384,,,0.998677542,0.981950094,,0.9887229,0.704158576
0.999991234,0.974539579,0.986553384,,,0.999991139,0.981950094,,0.684987873,0.999976293
0.978634484,0.985838423,0.986553384,,,0.9378034,0.981950094,,0.988479502,0.999147471
0.624077135,0.997461778,0.921011482,,,0.993827072,0.981950094,,0.9887229,0.999971418
0.624077135,0.994353124,0.986553384,,,0.9378034,0.981950094,,0.999697459,0.797082711
0.624077135,0.382807197,0.986553384,,,0.977694632,0.981950094,,0.993341432,0.940685217
0.624077135,0.992935686,0.99951391,,,0.881277111,0.981950094,,0.999985912,0.797082711
0.624077135,0.850347608,0.986553384,,,0.9378034,0.981950094,,0.949113948,0.778593723
0.624077135,0.988118617,0.986553384,,,0.478777758,0.981950094,,0.750496117,0.996364078
0.624077135,0.998000207,0.986553384,,,0.902640145,0.981950094,,0.764814724,0.990399279
0.624077135,0.978048848,0.986553384,,,0.902640145,0.981950094,,0.98585154,0.908645709
0.624077135,0.998630952,0.986553384,,,0.728765847,0.981950094,,0.993422818,0.997270272
0.624077135,0.929502353,0.986553384,,,0.902640145,0.981950094,,0.999205045,0.95603161
0.624077135,0.995033989,0.986553384,,,0.902640145,0.981950094,,0.9887229,0.948058592
0.624077135,0.929502353,0.800635344,,,0.597403994,0.981950094,,0.953779099,0.99995028
0.624077135,0.996047434,0.986553384,,,0.999792597,0.981950094,,0.99860569,0.992962361
0.624077135,0.979481974,0.986553384,,,0.9378034,0.981950094,,0.749442282,0.951704215
0.624077135,0.692599404,0.986553384,,,0.877569217,0.981950094,,0.9887229,0.937360977
0.624077135,0.623077192,0.986553384,,,0.999964015,0.981950094,,0.766964551,0.937360977
0.624077135,0.999887642,0.986553384,,,0.675279091,0.981950094,,0.9887229,0.998319027
0.624077135,0.706838799,0.986553384,,,0.902640145,0.538933524,,0.716236647,0.937360977
0.624077135,0.999860087,0.986553384,,,0.647409115,0.985967814,,0.917115854,0.999963694
0.997946635,0.749768875,0.907526445,,,0.597403994,0.897359134,,0.993507797,0.993034043
0.624077135,0.958996893,0.986553384,,,0.877569217,0.646899904,,0.766964551,0.944496191
0.624077135,0.623077192,0.773622488,,,0.819086399,0.999994863,,0.993507797,0.797082711
0.624077135,0.985789616,0.986553384,,,0.98358454,0.935963305,,0.794808905,0.745465032
0.624077135,0.546824886,0.999956158,,,0.597403994,0.646899904,,0.766964551,0.999963799
0.624077135,0.823530132,0.986553384,,,0.999986425,0.646899904,,0.766964551,0.996981554
0.624077135,0.786826269,0.981734556,,,0.9378034,0.646899904,,0.724169713,0.997420508
0.624077135,0.977837894,0.986553384,,,0.984414407,0.619418314,,0.942693114,0.998831576
0.624077135,0.999356535,0.986553384,,,0.9378034,0.646899904,,0.999998818,0.999963799
0.624077135,0.786826269,0.983877253,,,0.999987737,0.925738558,,0.880652111,0.797082711
0.624077135,0.999526677,0.986553384,,,0.914951549,0.960197146,,0.929800575,0.992069287
0.624077135,0.998849871,0.986553384,,,0.874461963,0.953414926,,0.99786374,0.956318653
0.624077135,0.93866569,0.986553384,,,0.988769523,0.944943229,,0.987677021,0.783559277
0.624077135,0.786826269,0.986553384,,,0.9378034,0.944943229,,0.996385497,0.996502524
0.624077135,0.883871053,0.986553384,,,0.999923273,0.999826055,,0.764814724,0.999803008
0.624077135,0.999987395,0.986553384,,,0.912954097,0.646899904,,0.929800575,0.671046052
0.624077135,0.786826269,0.986553384,,,0.923233937,0.646899904,,0.999115718,0.941933731
0.624077135,0.99959479,0.986553384,,,0.999044691,0.646899904,,0.929800575,0.88679264
0.781460871,0.999415144,0.986553384,,,0.999329549,0.999801624,,0.784214886,0.97756297
0.727552455,0.993209857,0.986553384,,,0.99221561,0.646899904,,0.889212275,0.996320052
0.624077135,0.999716677,0.986553384,,,0.999907949,0.646899904,,0.9887229,0.947827154
0.978634484,0.954376704,0.986553384,,,0.653210167,0.646899904,,0.999062963,0.996982035
0.956318653,0.994523895,0.986553384,,,0.995504711,0.646899904,,0.766964551,0.684545358
0.984229997,0.861068135,0.981734556,,,0.869483534,0.646899904,,0.961309785,0.944496191
0.724153733,0.945861983,0.986553384,,,0.95700398,0.646899904,,0.9887229,0.860550527
0.674320116,0.997555702,0.986553384,,,0.869483534,0.646899904,,0.953846942,0.599585903
0.792346834,0.965388346,0.986553384,,,0.980398057,0.646899904,,0.9887229,0.974423698
0.999242712,0.905985136,0.986553384,,,0.9378034,0.646899904,,0.930694706,0.982658855
0.975430906,0.995617265,0.998894421,,,0.795020838,0.646899904,,0.998261634,0.937249325
0.958741329,0.92877218,0.986553384,,,0.795020838,0.646899904,,0.946312873,0.99296278
0.991971288,0.971938118,0.986553384,,,0.963397516,0.999944792,,0.998763953,0.99296278
0.624077135,0.823530132,0.986553384,,,0.963397516,0.999455458,,0.999277211,0.948064994
0.878680096,0.92872652,0.986553384,,,0.936120158,0.832142738,,0.997673753,0.880509095
0.991831274,0.863778014,0.986553384,,,0.994003829,0.981950094,,0.994354977,0.999979837
0.988724461,0.995583318,0.986553384,,,0.902640145,0.981950094,,0.9887229,0.944496191
0.988981392,0.951597008,0.986553384,,,0.956029928,0.981950094,,0.991605595,0.985152428
0.938274186,0.817905348,0.986553384,,,0.980398057,0.981950094,,0.758827128,0.97756297
0.976905829,0.999355029,0.986553384,,,0.987458112,0.998854399,,0.920838894,0.944496191
0.987744267,0.989525481,0.986553384,,,0.819922129,0.981950094,,0.99623768,0.715738441
0.999956401,0.633796794,0.986553384,,,0.999589203,0.981950094,,0.76788018,0.91600465
0.766309761,0.983619379,0.992310803,,,0.712420708,0.981950094,,0.9887229,0.966824008
0.982796682,0.615892506,0.986553384,,,0.994455616,0.981950094,,0.998261634,0.841140694
0.997231314,0.719914996,0.986553384,,,0.963397516,0.981950094,,0.857627134,0.966824008
0.647192227,0.706838799,0.986553384,,,0.877976909,0.932396601,,0.997112234,0.966824008
0.927098459,0.999499314,0.986553384,,,0.971490109,0.99880373,,0.997112234,0.966824008
0.996406218,0.954435015,0.981734556,,,0.646899904,0.976675269,,0.942628252,0.999345916
0.997231314,0.954435015,0.981734556,,,0.711729777,0.995650736,,0.999871395,0.966824008
0.950625214,0.999924947,0.981734556,,,0.923233937,0.991192281,,0.996584942,0.966824008
0.996712975,0.974172536,0.710237953,,,0.851114612,0.998635266,,0.999871395,0.99223112
0.966690315,0.954435015,0.814802058,,,0.903048026,0.783442234,,0.686352155,0.966824008
0.988724461,0.9971783,0.986923038,,,0.999985623,0.998370856,,0.83533091,0.966824008
0.995146694,0.98763728,0.973866851,,,0.956318653,0.987405741,,0.99786374,0.966824008
0.979008649,0.99198728,0.981734556,,,0.903048026,0.999626829,,0.999950046,0.966824008
0.99880576,0.954435015,0.999609109,,,0.903048026,0.999792937,,0.9887229,0.966824008
0.99880576,0.960620725,0.966405462,,,0.971490109,0.932396601,,0.99786374,0.966824008
0.783442234,0.823530132,0.814747728,,,0.968521015,0.931446864,,0.998617309,0.966824008
0.99880576,0.996061857,0.967334978,,,0.903048026,0.990409543,,0.982469206,0.966824008
0.99880576,0.954435015,0.999559685,,,0.653210167,0.951301369,,0.99786374,0.966824008
0.99880576,0.999909614,0.99984185,,,0.923233937,0.986440559,,0.997812923,0.966824008
0.99880576,0.91846714,0.98891483,,,0.797123144,0.985151989,,0.9887229,0.998962683
0.99880576,0.993356825,0.985465371,,,0.999979233,0.99880373,,0.750496117,0.966824008
0.99880576,0.932647042,0.890926503,,,0.903048026,0.999701959,,0.9887229,0.966824008
0.99880576,0.954435015,0.989542983,,,0.903048026,0.782144925,,0.212291127,0.966824008
0.982580466,0.908915129,0.999926754,,,0.996550773,0.987073436,,0.773622488,0.966824008
0.99880576,0.894140483,0.774322244,,,0.988199585,0.998143103,,0.99435537,0.966824008
0.636697768,0.904038944,0.99984185,,,0.950695103,0.99999494,,0.857124554,0.966824008
0.99880576,0.992935686,0.933493232,,,0.999997289,0.998635266,,0.942628252,0.966824008
0.99880576,0.667098264,0.809005333,,,0.963397516,0.992371452,,0.9887229,0.966824008
0.99880576,0.954435015,0.947914119,,,0.999589203,1,,0.9887229,0.966824008
0.905947652,0.920125984,0.773622488,,,0.999844569,0.998790973,,0.96568715,0.711828249
0.849290865,0.920493415,0.990908119,,,0.999844569,0.927629926,,0.983295967,0.966824008
0.99880576,0.630457502,0.980939637,,,0.999844569,0.892672034,,0.711729777,0.966824008
0.99880576,0.9871779,0.99712943,,,0.838017408,0.982523377,,0.910122371,0.966824008
0.995874401,0.9871779,0.93678191,,,0.999844569,0.960233056,,0.972210119,0.966824008
0.835461544,0.798046598,0.507017039,,,0.999844569,0.997161112,,0.999746233,0.966824008
0.93636013,0.992926702,0.986457803,,,0.999844569,0.81462695,,0.9887229,0.966824008
0.99880576,0.997023363,0.507017039,,,0.999844569,0.990927738,,0.999306732,0.966824008
0.99880576,0.840432552,0.963271065,,,0.99706676,0.27433669,,0.998793579,0.966824008
0.739108477,0.711450665,0.940557314,,,0.999844569,0.27433669,,0.980824498,0.966824008
0.99880576,0.999083315,0.812806465,,,0.999844569,0.27433669,,0.609966166,0.966824008
0.99880576,0.410117418,0.984169817,,,0.981381764,0.976721014,,0.9887229,0.966824008
0.99880576,0.987144821,0.507017039,,,0.999844569,0.984864186,,0.999409382,0.944496191
0.99817225,0.97152056,0.994057352,,,0.999844569,0.993758601,,0.950095911,0.966824008
0.99880576,0.964079306,0.703032413,,,0.980398057,0.999890165,,0.999441027,0.966824008
0.99880576,0.608804556,0.591763404,,,0.995560305,0.999890165,,0.846945204,0.966824008
0.99880576,0.921360698,0.507017039,,,0.999844569,0.999890165,,0.998542043,0.966824008
0.99880576,0.928492502,0.708483466,,,0.980398057,0.994020376,,0.951353692,0.966824008
0.99880576,0.949244191,0.946085322,,,0.999844569,0.826252885,,0.915933068,0.966824008
0.99880576,0.658792991,0.997898143,,,0.999844569,0.999927985,,0.942628252,0.966824008
0.99880576,0.512747237,0.995648614,,,0.999844569,0.973666578,,0.999036207,0.966824008
0.99880576,0.802104534,0.826216992,,,0.922198516,0.552629331,,0.978707335,0.966824008
0.99880576,0.998805354,0.972702947,,,0.980398057,0.894899087,,0.995678062,0.996801947
0.99880576,0.973712947,0.881821139,,,0.970186876,0.980733256,,0.991939048,0.966824008
0.99880576,0.647959051,0.999062307,,,0.980398057,0.915583601,,0.915933068,0.966824008
0.999037497,0.210392691,0.998153859,,,0.999844569,0.991290472,,0.883862841,0.966824008
0.99880576,0.921148869,0.997443866,,,0.999844569,0.876251297,,0.999846144,0.966824008
0.999037497,0.945030567,0.889052582,,,0.954840774,0.891469501,,0.942628252,0.966824008
0.999037497,0.865220001,0.609461685,,,0.999844569,1,,0.999480498,0.966824008
0.999037497,0.74474142,0.945554432,,,0.988972452,0.999927985,,0.9887229,0.966824008
0.99880576,0.708309947,0.570181082,,,0.996227509,0.996065307,,0.998905803,0.966824008
0.895459272,0.766649839,0.999811167,,,0.996227509,0.89062002,,0.942628252,0.966824008
0.99880576,0.708309947,0.999924918,,,0.955719074,0.994992458,,0.85259365,0.966824008
0.99880576,0.74474142,0.991333277,,,0.980398057,0.866664104,,0.750496117,0.966824008
0.99880576,0.74474142,0.926887985,,,0.980398057,0.7184245,,0.948186476,0.966824008
0.819261191,0.986760466,0.99553775,,,0.999287822,0.996794831,,0.993507797,0.966824008
0.774886178,0.708309947,0.956318653,,,0.958728273,0.7184245,,0.999996537,0.966824008
0.862872998,0.800818841,0.945554432,,,0.938336706,0.537767923,,0.725364595,0.966824008
0.999037497,0.74474142,0.703032413,,,0.987587242,0.971034598,,0.948186476,0.966824008
0.900181242,0.74474142,0.999448937,,,0.980398057,0.728801425,,0.942628252,0.966824008
0.99973791,0.708309947,0.97153688,,,0.981381764,0.99693861,,0.703952298,0.966824008
0.993069371,0.708309947,0.773622488,,,0.999844569,0.998832252,,0.982231853,0.966824008
0.938322239,0.936427434,0.998861597,,,0.986404531,0.997045568,,0.984293972,0.966824008
0.891247741,0.876236116,0.999992537,,,0.98272994,0.891469501,,0.998261634,0.966824008
0.982285874,0.99899563,0.999956108,,,0.903048026,0.998985384,,0.866963114,0.966824008
0.891247741,0.678179922,0.999757845,,,0.996429312,0.891469501,,0.899227449,0.966824008
0.891247741,0.652137921,0.765633955,,,0.980398057,0.99693861,,0.78937131,0.478777758
0.891247741,0.999999664,0.970477914,,,0.980398057,0.985276102,,0.665129975,0.966824008
0.891247741,0.99899563,0.996938243,,,0.999844569,0.984827621,,0.840705938,0.966824008
0.974285516,0.995247071,0.834409995,,,0.999844569,0.999952122,,0.840705938,0.998434948
0.916273549,0.950936411,0.758827128,,,0.999101352,0.652137921,,0.883364065,0.966824008
0.900181242,0.746071745,0.999307403,,,0.998220692,0.783442234,,0.991733228,0.966824008
0.998775369,0.990978033,0.998582992,,,0.960702353,0.997412855,,0.991722973,0.966824008
0.989919692,0.993222861,0.998582992,,,0.71116523,0.851114612,,0.724169713,0.966824008
0.945038358,0.935149998,0.826862165,,,0.865429769,0.999604818,,0.928309703,0.809790581
0.891247741,0.928492502,0.949794449,,,0.570181082,0.769721621,,0.633155966,0.999967396
0.999906412,0.944221379,0.971944663,,,0.981381764,0.497847513,,0.694569506,0.983967737
0.992964317,0.74474142,0.949573208,,,0.975673934,0.858422605,,0.998980619,0.980877464
0.782786628,0.999816808,0.701051493,,,0.763137785,0.59575539,,0.953846942,0.890805946
0.964178909,0.708309947,0.999064011,,,0.71116523,0.977832259,,0.931995874,0.983967737
0.996582559,0.989293923,0.878218824,,,0.673953256,0.977832259,,0.999981375,0.882678189
0.945863007,0.898826213,0.940560109,,,0.999890631,0.748097272,,0.870446232,0.963316678
0.99880576,0.989947295,0.992551158,,,0.531660085,0.986470221,,0.821829208,0.773622488
0.790128475,0.92062651,0.985205285,,,0.999844569,0.930668255,,0.895270962,0.980611191
0.69677554,0.74474142,0.982571734,,,0.974590394,0.890444548,,0.840705938,0.9190962
0.962543536,0.74474142,0.826862165,,,0.919235884,0.964956403,,0.9887229,0.774910598
0.981382677,0.955245227,0.768956785,,,0.986543432,0.99471992,,0.994747527,0.897782047
0.93865763,0.74474142,0.595762615,,,0.964430183,0.997134263,,0.929800575,0.878723796
0.956843632,0.708309947,0.775614489,,,0.981113671,0.945995989,,0.66093866,0.774910598
0.986639999,0.862512899,0.634258546,,,0.981113671,0.990287485,,0.987677021,0.999995948
0.688071766,0.708309947,0.991835162,,,0.85671627,0.930270375,,0.987677021,0.994334396
0.741879442,0.865220001,0.982347887,,,0.856554159,0.999994935,,0.929800575,0.980796642
0.91811599,0.74474142,0.686504979,,,0.935321411,0.665706604,,0.764814724,0.801529293
0.994412388,0.989589754,0.86042928,,,0.980398057,0.99471992,,0.837778356,0.727621827
0.282180745,0.708309947,0.9943607,,,0.653210167,0.767791048,,0.98512461,0.413869926
0.993153584,0.978595978,0.634258546,,,0.882535204,0.626649566,,0.76788018,0.999880217
0.787879391,0.985176689,0.991835162,,,0.999844569,0.991114946,,0.932594257,0.895101133
0.99244296,0.74474142,0.997010812,,,0.967318543,0.963528819,,0.944383898,0.793506042
0.984042184,0.708309947,0.758722798,,,0.863697981,0.775457817,,0.969050204,0.985214174
0.875360475,0.708309947,0.974959954,,,0.998542116,0.688406489,,0.999541343,0.908584264
0.902691104,0.996059934,0.819697593,,,0.835854318,0.998258073,,0.999541343,0.989514385
0.990747537,0.859638414,0.99862502,,,0.998189518,0.803338154,,0.880979646,0.784302868
0.946252383,0.998388633,0.98483733,,,0.991813024,0.99880373,,0.948186476,0.983312877
0.98325716,0.996372762,0.921807307,,,0.787320656,0.995282464,,0.944383898,0.944496191
0.891247741,0.983931888,0.921807307,,,0.991792862,0.969594664,,0.787971296,0.944496191
0.998602218,0.993727388,0.999366888,,,0.93952532,0.712420708,,0.998056579,0.993765606
0.728801425,0.917232082,0.974959954,,,0.981381764,0.949923994,,0.998542174,0.951105031
0.891247741,0.708309947,0.974959954,,,0.999844569,0.998009923,,0.999995893,0.660183038
0.995522309,0.993928442,0.987115856,,,0.999844569,0.999965956,,0.974450351,0.813799504
